Lead ID,Date,Location,Form,Postcode,Make,Model,State,Registration Type,Badge,Colour,Second-preference Colour,Optional Package,Trade-in Yes/No,Year,Vehicle,Model,Odometer
3264254,11/7/2026,Northern JAC Motors,HunterBuild,3429,JAC,Hunter,VIC,Personal,Hunter X 4x4,Huntsman,Hammerhead,Front & Rear Diff Lock - Already included,Yes,2009,Ford,Falcon G6ET,310000
3264225,11/7/2026,JAC Motors Campbelltown,Register Your Interest JAC Hunter,2570,,,,,,,,,,,,,
3264210,11/7/2026,Kings Cars JAC Motors,HunterBuild,3340,JAC,Hunter,VIC,Personal,Hunter X 4x4,Ochre,Huntsman,Front & Rear Diff Lock - Already included,Yes,2023,Tesla,Y performance,10900.00
3264171,11/7/2026,JAC Motors Queanbeyan,HunterBuild,2614,JAC,Hunter,ACT,Personal,Hunter X 4x4,Huntsman,Hammerhead,"Front & Rear Diff Lock - Already included, Power Sunroof $1,500",Yes,2012,Toyota,Prado,295000
3264096,11/7/2026,JAC Motors Sunshine Coast - Maroochydore,HunterBuild,4557,JAC,Hunter,QLD,Business,Hunter X 4x4,Karak,Hammerhead,Front & Rear Diff Lock - Already included,Yes,2022,Volkwagen,Amarok 580Highline,56000
3264075,11/7/2026,Ipswich JAC Motors,HunterBuild,4343,JAC,Hunter,QLD,Personal,Hunter X 4x4,Hammerhead,Karak,Front & Rear Diff Lock - Already included,Yes,Ldv d90,D90,Executive,75000
3263889,10/7/2026,JAC Motors Wanneroo,HunterBuild,6018,JAC,Hunter,WA,Personal,Hunter X 4x4,Stratus,I would like to wait for my preferred colour.,Front & Rear Diff Lock - Already included,Yes,2000,Mazda,CX5,71000
3263884,10/7/2026,JAC Motors Wanneroo,HunterBuild,6031,JAC,Hunter,NSW,Personal,Hunter Pro 4x4,Hammerhead,I would like to wait for my preferred colour.,,Yes,2024,Tesla,Y,49140
3263836,10/7/2026,Cricks Highway JAC Motors,HunterBuild,4018,JAC,Hunter,NSW,Personal,Hunter Pro 4x4,Ochre,Huntsman,,Yes,2014,Holden,Captiva,200000
3263825,10/7/2026,Geoff King JAC Motors,HunterBuild,2430,JAC,Hunter,NSW,Business,Hunter Pro 4x4,Ochre,,,No,,,,
3263795,10/7/2026,JAC Motors Wodonga,HunterBuild,2650,JAC,Hunter,NSW,Personal,Hunter X 4x4,Karak,,Front & Rear Diff Lock - Already included,Yes,2023,Ford,Everest Sport V6,70000
3263776,10/7/2026,Geoff King JAC Motors,HunterBuild,2444,JAC,Hunter,NSW,Personal,Hunter X 4x4,Ochre,Karak,Front & Rear Diff Lock - Already included,Yes,2017,Toyota,SR5,120000
3263765,10/7/2026,JAC Motors Werribee,Register Your Interest JAC Hunter,3226,,,,,,,,,,,,,
3263761,10/7/2026,JAC Motors Hampstead Gardens,HunterBuild,5251,JAC,Hunter,SA,Personal,Hunter X 4x4,Ochre,Karak,"Front & Rear Diff Lock - Already included, Power Sunroof $1,500",No,,,,
3263543,9/7/2026,JAC Motors Werribee,HunterBuild,7171,JAC,Hunter,VIC,Personal,Hunter X 4x4,Stratus,Hammerhead,,No,,,,
3263456,9/7/2026,Kings Cars JAC Motors,HunterBuild,3460,JAC,Hunter,VIC,Personal,Hunter X 4x4,Ochre,Hammerhead,,Yes,2021,Isuzu,Dmax,105000
3263455,9/7/2026,Kings Cars JAC Motors,Register Your Interest JAC Hunter,3460,,,,,,,,,,,,,
3263372,9/7/2026,Northern JAC Motors,Register Your Interest JAC Hunter,3058,,,,,,,,,,,,,
3263342,9/7/2026,JAC Motors Rockhampton,Register Your Interest JAC Hunter,4880,,,,,,,,,,,,,
3263237,9/7/2026,Northern JAC Motors,Register Your Interest JAC Hunter,3750,,,,,,,,,,,,,
3263139,9/7/2026,Ipswich JAC Motors,HunterBuild,4342,JAC,Hunter,NSW,Personal,Hunter X 4x4,Ochre,Karak,"Front & Rear Diff Lock - Already included, Power Sunroof - $TBC",No,,,,
3263069,9/7/2026,JAC Motors Hillcrest,HunterBuild,4352,JAC,Hunter,NSW,Personal,Hunter Pro 4x4,Ochre,Hammerhead,,Yes,2016,ford,ranger,222000
3263022,8/7/2026,JAC Motors Queanbeyan,HunterBuild,2905,JAC,Hunter,ACT,Personal,Hunter X 4x4,Ochre,Huntsman,"Front & Rear Diff Lock - Already included, Power Sunroof - $TBC",No,,,,
3263006,8/7/2026,Northern JAC Motors,HunterBuild,3181,JAC,Hunter,VIC,Personal,Hunter X 4x4,Hammerhead,,"Front & Rear Diff Lock - Already included, Power Sunroof - $TBC",No,,,,
3262818,8/7/2026,JAC Motors Wanneroo,HunterBuild,6025,JAC,Hunter,NSW,Personal,Hunter Pro 4x4,Huntsman,I would like to wait for my preferred colour.,,Yes,2019,Volkswa,Amorak,105000
3262507,7/7/2026,Coral Coast JAC Motors,HunterBuild,4810,JAC,Hunter,QLD,Personal,Hunter X 4x4,Hammerhead,Huntsman,Front & Rear Diff Lock - Already included,Yes,2022,Hyundai,Tuscon NLine Highlander,91000
3262471,7/7/2026,Northern JAC Motors,HunterBuild,3109,JAC,Hunter,NSW,Personal,Hunter Pro 4x4,Karak,Hammerhead,,Yes,Ford,Raptor,2023,96000
3262203,7/7/2026,JAC Motors Werribee,HunterBuild,3336,JAC,Hunter,VIC,Personal,Hunter X 4x4,Huntsman,,Front & Rear Diff Lock - Already included,Yes,2017,Ford,Focus,17900
3262160,7/7/2026,JAC Motors Hampstead Gardens,HunterBuild,5152,JAC,Hunter,NSW,Personal,Hunter X 4x4,Hammerhead,Huntsman,Front & Rear Diff Lock - Already included,Yes,2020,Ford,Ranger raptor,100000
3262061,7/7/2026,Sydney City JAC Motors,Register Your Interest JAC Hunter,2232,,,,,,,,,,,,,
